BEEM,1336537621.95,1,0.999937059476
DV01,1336537617.73,1,0.014702716796
CDR,1336537611.19,1,2.12054788629e-05
CPR,1336537606.99,1,3.18237747409e-07
MBS,1336537604.46,1,2.55319310055e-08
WAM,1336537600.02,1,3.00405161169e-10
WALA,1336537600.02,1,3.00403943594e-10
WAC,1336537600.02,1,3.00402726025e-10
